Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
XE,2630,IAH,CAE,1,1165,138,1
OO,6332,DEN,ASE,5,485,45,0
OH,6681,DTW,AZO,6,1040,56,0
OH,6578,DTW,XNA,2,520,147,1
AA,2331,ORD,DFW,5,820,150,1
WN,134,TPA,BWI,1,995,130,1
OO,6300,LAX,PDX,5,760,141,1
OO,4532,AUS,SLC,7,1139,169,1
OO,4804,FAT,SLC,1,780,95,0
WN,1787,BUR,LAS,7,560,60,1
FL,1072,CAK,TPA,4,520,151,0
EV,7099,SYR,IAD,3,869,79,0
AS,611,LAS,SEA,1,950,165,0
WN,134,SAN,DEN,4,395,140,1
OO,4543,BOI,SLC,1,1050,73,0
XE,5974,ORD,IND,7,460,55,0
DL,1987,MSP,SAN,5,695,241,1
WN,1517,MKE,BWI,6,435,120,0
DL,61,JFK,ATL,6,1005,170,0
OH,6570,ORD,JFK,4,687,149,0
WN,1976,MCI,DAL,4,1075,90,1
WN,2334,ONT,PHX,6,1080,70,1
EV,5209,CAE,ATL,7,827,74,1
WN,3408,OAK,BUR,1,875,65,1
XE,5987,ORD,CLE,7,1269,69,1
WN,3667,JAX,ORF,7,430,90,0
9E,4053,SAV,LGA,2,764,141,0
UA,988,DSM,DEN,1,379,127,0
OO,4620,HLN,SLC,3,1040,77,0
EV,5208,DCA,BOS,2,535,96,0
UA,97,SFO,IAH,3,647,239,1
9E,3674,MEM,MLI,4,1160,90,0
OO,4832,SLC,MSO,5,919,88,0
UA,309,DEN,IAH,7,1265,135,0
DL,1334,ATL,RIC,3,452,94,0
B6,503,EWR,FLL,2,586,197,0
AA,720,DFW,LGA,7,665,195,0
EV,7080,IAD,DTW,2,1325,95,1
F9,561,DEN,SAN,1,790,137,1
DL,1556,FLL,BDL,6,1180,178,1
WN,1589,BOS,BWI,7,625,90,0
CO,741,IAH,AUS,6,715,46,0
XE,2730,DCA,EWR,2,1020,74,0
AS,81,SEA,ANC,4,360,219,0
DL,1288,ATL,CHS,4,1226,75,1
DL,1657,CVG,ATL,3,435,105,0
DL,2233,ATL,BHM,7,1170,55,1
AA,406,STL,ORD,2,954,80,1
YV,2619,CLT,BNA,5,1085,91,0
OH,6415,CVG,BDL,5,660,119,1
FL,905,PHF,ATL,4,653,111,1
MQ,2839,DFW,CMH,5,645,140,1
MQ,3220,PNS,DFW,4,840,125,1
MQ,4068,ORD,MSN,1,1270,50,0
AA,492,DFW,STL,4,1045,95,0
F9,455,LGA,MKE,4,1080,139,1
US,1181,PBI,CLT,2,720,113,0
OO,6273,GEG,SEA,7,707,71,0
XE,2105,IAH,GRR,6,771,143,1
9E,4015,PIT,DTW,7,1036,84,1
WN,2613,OAK,SAN,2,565,85,0
WN,364,SAN,SFO,1,615,105,1
FL,1401,MCO,ROC,5,884,156,0
AA,1293,DAY,DFW,5,1115,165,0
US,28,LAX,PHX,6,755,81,0
AA,1082,LAS,ORD,6,740,220,1
YV,1062,HNL,OGG,4,970,35,1
DL,2903,CVG,MCO,5,670,130,0
WN,3584,LAX,DEN,6,985,135,0
AA,589,RIC,DFW,3,800,210,0
DL,2615,ATL,PHX,3,990,257,0
UA,84,HNL,LAX,1,1299,332,0
OO,6252,OTH,SFO,6,525,117,1
WN,155,SFO,SAN,2,1150,85,1
MQ,3990,ORD,DAY,2,860,70,1
MQ,2758,BTR,DFW,7,950,90,0
9E,4127,BDL,RDU,1,405,123,1
XE,3037,CHS,IAH,1,365,175,0
WN,392,ABQ,MAF,5,1140,60,1
B6,682,DCA,BOS,7,720,83,1
F9,413,DEN,LAX,5,790,142,1
MQ,4193,RIC,ORD,3,1175,135,1
9E,3792,DTW,ABE,2,880,95,1
XE,2804,IAH,MEM,4,1180,88,0
WN,460,PDX,MDW,7,445,240,0
WN,1919,BWI,TPA,2,440,150,0
FL,171,ATL,RSW,3,1335,102,0
XE,2663,DCA,CLE,5,615,74,0
CO,319,TPA,EWR,1,515,155,0
WN,1018,SMF,LAX,3,365,80,0
DL,2258,RDU,MSP,7,385,184,0
WN,3504,LAX,MCI,4,1030,190,0
AA,1328,SMF,DFW,6,740,200,1
XE,5945,ORD,OKC,3,1072,133,0
MQ,3959,LIT,ORD,3,635,110,0
WN,324,MCI,MDW,4,795,80,1
WN,821,LAX,LAS,4,475,60,1
9E,3821,MSP,MLI,1,1175,80,0
WN,2078,TUS,LAX,6,740,95,1
AS,583,SNA,PDX,5,885,148,0
OO,6482,DEN,COS,7,605,38,0
WN,1475,MDW,CLE,5,1140,75,1
DL,2977,ORD,ATL,3,615,120,1
EV,5015,ATL,HSV,1,1373,55,1
US,574,PHX,TPA,2,970,230,1
MQ,3794,ORD,ELP,7,675,200,1
WN,1229,BOS,BWI,3,825,90,1
WN,221,LAS,BOI,7,780,105,0
AA,1672,EGE,DFW,3,865,125,1
WN,408,LAS,TUS,7,1290,70,1
MQ,3289,DFW,PNS,7,490,105,0
OO,6853,ORD,CWA,4,522,57,0
DL,1586,ATL,LGA,2,460,134,0
MQ,4190,CMH,ORD,1,670,85,0
AA,851,TUL,ORD,1,390,120,0
OH,6633,DCA,STL,7,1079,146,0
9E,4011,LAN,DTW,5,625,49,1
WN,968,SMF,BUR,5,1240,70,1
MQ,4502,LGA,BOS,4,539,71,0
XE,2317,IAH,GSO,4,845,141,0
WN,3484,DTW,BWI,3,720,85,1
HA,514,LIH,HNL,6,670,32,0
US,1267,BOS,PHL,4,330,84,0
AA,1665,DFW,SAN,4,1220,185,0
FL,91,ATL,RDU,3,1340,77,0
OO,6696,DEN,MTJ,5,877,55,1
MQ,3037,LAX,SBA,3,995,40,1
AS,890,OGG,SAN,4,860,312,0
AA,1406,DFW,HSV,3,540,95,1
DL,2381,ATL,RSW,5,662,103,1
US,1456,DCA,MCO,5,615,142,1
AA,1166,DFW,PHL,5,780,195,1
AA,1105,DCA,DFW,3,1160,215,0
EV,4947,ATL,CAE,5,905,65,1
OO,6252,SFO,SAT,4,861,198,1
UA,225,IAD,SFO,6,1319,361,1
WN,903,OAK,HOU,4,445,225,1
CO,9,BOS,EWR,4,450,77,1
OO,4766,RAP,MSP,7,713,92,1
AA,1356,DFW,IAD,1,665,165,1
B6,250,LGB,OAK,2,1090,77,1
XE,2352,EWR,OMA,2,480,211,0
XE,2505,RIC,EWR,3,1030,85,1
WN,3484,RDU,TPA,4,930,110,1
B6,1060,AUS,JFK,5,420,205,0
DL,1010,ATL,CLT,2,665,72,1
DL,2042,ATL,EWR,1,1145,145,0
XE,3004,IAH,MKE,5,775,153,1
AA,1954,LAX,SFO,3,890,80,0
AA,890,SAT,DFW,5,575,65,0
MQ,4148,OMA,ORD,7,595,95,1
YV,1037,HNL,LIH,7,830,37,0
OO,6961,LNK,DEN,6,780,92,0
DL,1979,BHM,ATL,3,405,69,1
AA,1507,PBI,DFW,2,1095,190,1
EV,4971,OMA,ATL,3,1048,142,1
OO,7770,SGU,SLC,2,531,84,1
MQ,2948,DFW,LCH,7,660,70,0
AA,1440,TUS,DFW,4,1065,130,0
US,208,OAK,PHX,2,971,111,0
WN,718,MDW,SJC,2,1145,295,1
US,1187,CLT,STT,1,585,212,0
WN,250,FLL,MCO,5,390,55,0
AS,564,PDX,LAX,5,700,140,1
HA,391,ITO,HNL,6,1221,49,0
DL,1535,ATL,SMF,5,1195,312,1
B6,1250,IAD,BOS,1,391,89,0
9E,3716,SBN,MSP,2,415,101,1
AA,2299,DTW,MIA,7,360,190,0
CO,1143,ATL,EWR,2,1040,150,1
FL,338,ATL,PHL,2,1325,112,0
WN,2004,MDW,DEN,4,745,160,1
WN,2705,BWI,CMH,2,1210,80,0
MQ,4350,ORD,AZO,7,1245,50,1
9E,3708,SAV,ATL,3,1091,89,1
AA,1251,DFW,MCI,7,1310,85,1
WN,3917,BUR,SJC,5,1275,65,1
F9,108,DEN,MSP,4,1195,110,1
WN,748,HOU,MCO,2,880,130,1
FL,1219,SRQ,MDW,4,740,166,0
WN,2786,BOI,OAK,2,560,100,0
CO,597,IAH,LAS,7,1275,203,0
UA,573,SAN,SFO,4,801,98,0
MQ,3685,MEM,MIA,5,370,145,0
DL,2026,FLL,ATL,5,770,118,1
OO,4487,STL,SLC,4,1110,193,0
OH,6377,CVG,SDF,1,810,52,0
WN,2058,PHX,LAS,5,670,70,1
AA,410,MIA,BNA,7,1305,135,1
US,1823,CLT,PBI,1,1205,111,1
US,49,LAS,DCA,7,875,260,0
AA,374,TUS,ORD,6,410,205,0
XE,5979,GSP,IAD,5,862,86,0
AA,1918,ORD,EWR,4,1110,145,0
WN,14,DAL,MCI,5,655,85,0
B6,345,JFK,SRQ,5,477,183,0
OO,6334,ATW,ORD,1,360,55,0
AA,2274,DFW,TUL,1,1045,60,0
UA,257,JAX,ORD,3,360,156,0
US,92,MSP,PHX,2,880,204,1
MQ,3228,AEX,DFW,6,1015,75,0
CO,1679,IAH,SAT,7,505,52,1
AA,2223,LGA,STL,3,990,170,0
CO,744,IAH,CLE,6,800,151,0
AS,55,SCC,BRW,2,578,45,0
AA,383,STL,DFW,2,1005,115,0
AS,189,ANC,FAI,3,945,60,0
9E,4219,ROA,DTW,2,741,101,0
AS,49,ANC,ADQ,4,914,59,1
AA,428,DFW,RDU,7,960,150,1
CO,1136,DFW,EWR,3,770,217,1
WN,973,DEN,BNA,4,635,145,0
XE,3028,ORF,EWR,7,1005,89,1
CO,1740,SMF,IAH,2,1435,217,1
CO,520,IAH,PHX,2,1070,175,1
MQ,2718,DSM,DFW,4,605,125,0
US,2176,DCA,LGA,5,900,81,0
US,956,FLL,PHL,6,705,159,1
OH,6547,GRR,DCA,2,1030,99,1
UA,57,LAX,KOA,5,552,349,0
UA,690,ORD,LGA,3,1020,136,1
OO,6225,DSM,DEN,1,1143,114,0
9E,3661,MEM,DFW,4,560,105,0
AS,344,SEA,OAK,2,850,122,0
WN,1022,BOS,BWI,3,745,90,1
MQ,3703,ORD,ATL,6,1060,125,1
US,462,PDX,PHX,6,525,148,0
US,90,PHX,PDX,7,885,165,1
MQ,3307,DFW,CRP,3,390,80,0
XE,2208,MCI,EWR,7,360,157,0
YV,2633,IAD,CLT,2,1083,90,1
AA,1876,MIA,LGA,4,1120,175,1
WN,425,SAT,MCO,7,780,145,1
XE,2817,SDF,IAH,3,883,150,0
DL,537,ORD,ATL,7,811,124,0
WN,2198,CLE,BWI,3,720,75,1
WN,156,PHX,SNA,7,490,80,0
DL,1105,ATL,SLC,4,445,258,1
WN,1181,STL,HOU,4,635,130,1
CO,162,ONT,IAH,6,375,185,0
DL,2379,SDF,ATL,7,431,89,0
WN,265,SEA,GEG,3,835,60,1
WN,2507,STL,HOU,5,650,130,1
OH,6553,LEX,DCA,2,405,108,0
B6,648,SFO,JFK,3,1345,318,1
MQ,3367,DFW,LBB,3,525,70,0
XE,2786,CLE,MIA,6,570,172,0
AA,462,MIA,DCA,4,980,145,1
EV,7085,CAE,IAD,5,360,83,1
WN,321,SAN,BWI,3,400,295,1
OO,6353,MCI,DEN,7,1190,109,0
YV,7280,BTV,ORD,2,1005,154,0
YV,2728,ELP,PHX,7,700,82,0
WN,2066,SAT,SAN,6,905,185,0
MQ,4674,LGA,CLE,3,1100,105,0
CO,599,IAH,DEN,4,865,155,1
AA,322,DFW,BHM,4,1200,90,0
OO,6960,RAP,DEN,6,738,69,0
OO,6985,DEN,RAP,4,1167,70,1
MQ,3012,LAX,DEN,5,955,145,0
DL,1410,DEN,DTW,3,966,169,0
WN,738,PHX,BNA,5,620,195,1
AA,1019,CLT,DFW,5,400,185,0
OO,4681,EUG,SLC,1,370,113,0
UA,259,MCO,DEN,3,695,253,0
CO,1517,MSP,IAH,7,385,191,1
MQ,3972,TVC,ORD,3,530,85,0
B6,600,JFK,PWM,3,570,81,1
XE,2527,EWR,GSO,4,727,101,1
WN,1111,BUR,PHX,1,1165,80,1
CO,1573,AUS,IAH,3,420,57,1
DL,2412,MEM,MIA,2,565,143,0
DL,1451,MSP,LAS,3,1305,213,0
US,520,PHX,RNO,7,505,109,1
AA,1905,DCA,DFW,7,600,225,0
AA,1931,SFO,LAX,7,875,80,1
B6,759,SJU,MCO,2,1225,181,1
AA,2548,MCO,JFK,7,955,160,1
WN,3061,LGA,MDW,4,360,150,0
WN,41,SEA,ABQ,1,560,165,1
9E,4276,LIT,ATL,4,761,99,0
YV,2945,CLT,CHS,3,679,59,0
AA,543,PBI,ORD,7,410,195,0
OO,6559,DEN,ASE,5,675,45,1
WN,2524,OAK,MDW,4,845,245,1
EV,5206,CHA,ATL,5,811,58,1
OO,6463,SMF,LAX,1,360,95,0
OO,6849,PDX,RDM,2,671,38,0
FL,112,DFW,ATL,1,725,125,1
DL,2986,ATL,LGA,5,1300,133,0
WN,3949,CMH,MDW,5,860,70,1
HA,169,KOA,OGG,3,760,31,1
XE,2105,IAH,GRR,2,770,150,0
YV,7271,IAD,PIT,6,510,57,0
CO,1489,DTW,IAH,3,465,195,0
US,1759,PHL,RDU,2,1230,85,0
MQ,4007,ORD,CMH,7,940,75,0
WN,1015,PDX,OAK,3,755,100,0
WN,2897,ELP,SAT,5,950,80,1
FL,489,BWI,MCO,5,1285,138,1
WN,1713,BWI,STL,1,385,145,0
DL,1818,MCO,ATL,3,570,93,0
US,236,CLT,DTW,5,1070,107,1
YV,1015,KOA,HNL,5,765,40,0
WN,1094,MCI,SEA,5,810,255,1
AS,7,EWR,SEA,6,1110,375,0
MQ,2850,SAF,DFW,5,965,100,1
XE,2514,HRL,IAH,4,485,72,0
DL,2920,MSY,DTW,2,675,148,0
DL,1784,ATL,IAD,5,980,110,1
OH,6377,CVG,SDF,5,810,52,0
WN,2604,PVD,MCO,6,500,185,1
OH,6344,CVG,MSP,7,1165,140,0
UA,556,LAX,SFO,3,692,92,0
OO,6689,ORD,MSN,2,435,48,1
MQ,4121,ORD,TRI,1,785,115,0
AA,823,DFW,TUS,4,1015,140,0
UA,320,SEA,IAD,3,1400,287,1
CO,1686,SNA,EWR,7,1275,290,0
XE,2833,IAH,JAN,1,629,69,0
UA,363,IAD,ORD,5,1325,132,1
US,1513,CLT,PHX,7,779,276,1
DL,349,ABQ,ATL,6,790,179,1
MQ,3844,ORD,ATL,5,495,120,0
WN,1137,CLE,MDW,4,420,80,0
AA,1710,DFW,IAD,3,1270,155,0
WN,1883,TPA,BHM,5,535,85,0
US,1216,DFW,CLT,7,615,142,1
AA,753,LGA,DFW,2,860,245,0
9E,3810,DSM,DTW,4,1070,114,0
DL,2376,MSP,OMA,5,900,77,1
WN,1160,TUL,DAL,6,495,60,0
XE,2472,IAH,JAX,7,815,123,0
UA,166,LAX,BOS,2,1345,330,1
AA,270,HNL,LAX,3,500,330,0
FL,871,ATL,MSP,6,949,155,0
AS,160,ANC,ADK,7,845,187,0
FL,1218,MDW,SRQ,4,420,154,0
OH,6358,LIT,DTW,2,360,140,0
9E,3993,MSP,GFK,5,1180,74,1
AA,2320,DFW,ORD,5,345,140,0
OO,6935,SMF,ACV,5,417,64,0
WN,1589,SEA,OAK,4,1055,125,1
OO,6533,IDA,DEN,2,1030,89,0
US,500,LAX,PHX,1,975,81,1
AA,1082,LAS,ORD,6,740,220,0
US,1898,PHL,PIT,5,1235,70,0
WN,1124,RNO,LAS,5,545,75,0
OO,6862,SFO,SNA,2,964,85,1
XE,2451,STL,EWR,4,875,149,1
YV,2990,ABQ,PHX,6,930,76,0
US,1239,PHL,MSY,7,590,202,0
HA,256,HNL,OGG,5,610,37,0
CO,762,MSY,IAH,6,400,72,0
WN,3741,BOS,BWI,7,845,90,0
OO,4749,SLC,ONT,4,910,108,1
OO,6906,DEN,BUR,2,1106,148,0
B6,1150,MCO,PWM,4,770,168,0
AA,557,MIA,ORD,6,660,190,0
UA,361,LGA,DEN,7,480,276,1
B6,241,OAK,LGB,2,1215,76,1
OO,4841,SLC,ABQ,4,1190,102,0
WN,1127,DAL,STL,4,465,100,1
WN,1204,MDW,DEN,4,845,165,1
9E,4119,GRB,MSP,1,720,74,1
EV,5386,MEM,CLT,7,515,100,1
WN,2551,LAX,SFO,7,555,75,1
B6,1244,CLT,BOS,2,1075,127,0
XE,2395,JAN,IAH,7,570,79,0
MQ,4514,DCA,BNA,4,895,120,0
YV,2627,DTW,CLT,4,1025,113,1
DL,1412,ATL,ORD,1,735,125,1
US,914,PHX,STL,6,55,167,0
AA,2536,MIA,BOS,5,1045,190,0
WN,1025,PHX,MHT,4,770,285,1
US,1733,DCA,CLT,4,830,90,1
9E,4230,FWA,DTW,7,480,64,0
B6,216,LGB,JFK,7,1270,303,1
XE,3036,IAH,CHS,7,1195,131,0
CO,1155,PBI,EWR,2,747,173,0
AA,1382,MIA,EWR,3,1255,170,1
WN,3927,LAX,PHX,6,390,80,0
AA,580,DEN,ORD,5,1030,145,1
UA,291,IAD,SMF,1,1045,361,0
WN,842,DEN,MSP,2,780,120,1
OO,6261,DEN,TUL,7,768,98,1
FL,1412,RSW,FNT,4,640,176,1
US,636,PHX,PIT,5,40,226,0
EV,5354,ATL,OAJ,2,575,85,1
US,127,MKE,PHX,6,419,236,1
US,517,ONT,PHX,1,990,77,0
AA,476,MIA,MCO,2,810,60,0
EV,5204,ATL,TLH,2,815,62,0
WN,1158,SNA,PHX,2,1125,75,1
AA,521,MIA,DEN,4,945,265,1
AA,494,ABQ,DFW,4,945,100,0
DL,208,MIA,JFK,2,730,180,0
US,1628,MCO,PHL,4,375,143,0
YV,1026,LIH,HNL,5,726,29,0
WN,880,SLC,DEN,6,855,85,1
OO,6664,MSN,DEN,2,622,168,1
9E,4197,PWM,DTW,7,520,147,0
WN,2712,LAS,SFO,4,390,95,0
XE,3080,EWR,BTV,5,1265,77,0
EV,5108,ATL,FAY,4,650,74,1
XE,5939,ORD,SDF,7,667,73,0
MQ,3013,DEN,LAX,1,1185,155,0
CO,4,MSY,IAH,2,925,76,0
UA,786,MSP,ORD,4,662,83,1
FL,684,ICT,ATL,5,378,132,1
WN,53,TUS,LAS,7,470,75,0
OO,6906,COS,DEN,1,597,49,0
OO,6972,LAX,SEA,1,797,164,0
WN,786,BUF,TPA,2,455,175,1
AA,893,CLT,DFW,3,460,165,1
UA,296,DEN,RNO,5,1155,145,0
AS,654,PDX,PHX,4,1135,149,0
MQ,4671,ATL,LGA,7,1125,145,0
MQ,4447,JFK,DCA,6,1240,80,0
EV,5068,JAN,ATL,1,543,78,0
DL,1797,ATL,SJC,5,1161,332,1
AA,1194,MIA,BDL,5,1235,175,1
YV,2606,MEM,CLT,1,1134,102,1
B6,18,FLL,JFK,5,616,158,0
US,952,FLL,PHL,6,360,157,0
OO,4557,SLC,GJT,5,826,64,1
WN,943,STL,MCI,1,425,70,0
FL,1121,FLL,IND,1,777,165,0
WN,571,DEN,MDW,6,910,135,1
OO,6572,BOI,DEN,4,821,108,1
XE,2789,BTV,EWR,3,573,77,0
XE,2131,IAH,CRP,1,1285,59,0
MQ,3970,ORD,BWI,4,465,115,0
WN,2806,LAS,SJC,5,670,90,1
AA,405,IAD,DFW,5,765,205,0
WN,1687,DEN,SLC,1,480,90,1
OO,6246,FAT,LAX,5,610,69,1
FL,1134,ROC,TPA,1,460,184,0
US,1019,CLT,MIA,5,600,131,0
AA,1767,DFW,PSP,4,770,190,1
AA,536,DFW,ATL,5,400,125,0
OO,6655,ORD,EAU,7,903,71,1
MQ,4262,RDU,ORD,6,810,140,1
US,125,HNL,PHX,4,1430,362,0
WN,312,MCO,ALB,4,535,160,0
US,567,PHX,MCO,7,599,246,0
EV,5212,ECP,MEM,5,685,93,0
WN,526,BOS,MDW,1,550,170,0
WN,3159,MCI,SAN,7,1200,220,0
DL,1721,DTW,TPA,7,1190,163,0
DL,2454,LAX,ATL,5,1375,249,0
FL,1222,PIT,FLL,4,390,170,0
9E,3856,DTW,MDT,3,620,89,1
FL,1153,RSW,IND,3,1151,150,0
FL,1430,BOS,PHF,6,1175,102,0
AA,440,ELP,DFW,3,905,100,0
MQ,3623,MIA,ORF,1,825,135,0
AA,971,ATL,MIA,5,380,110,0
AA,1584,LAS,DFW,4,360,160,0
AA,2454,LAX,DFW,2,1005,180,1
MQ,3257,DFW,MKE,1,755,145,0
UA,802,DEN,MCO,7,611,218,0
9E,3668,TYS,LGA,5,365,135,0
DL,2708,FLL,CVG,7,465,151,1
B6,1065,JFK,AUS,4,756,252,1
WN,1147,SJC,PDX,3,480,110,1
WN,2842,FLL,TPA,6,1055,60,1
XE,5929,CLE,IAD,5,360,75,0
CO,377,RSW,EWR,1,885,164,0
US,577,TPA,PHX,3,1050,278,0
WN,1854,PHX,MCI,4,700,155,1
DL,1449,IAD,ATL,1,380,129,1
DL,1110,DTW,RDU,5,825,103,0
AA,456,DFW,TPA,7,1015,135,0
CO,467,IAH,SEA,3,1286,280,1
XE,2555,GPT,IAH,7,719,87,0
EV,5572,GSO,ATL,3,585,88,1
AA,1982,STL,ORD,3,1115,80,0
WN,3323,SEA,OAK,5,1275,120,0
OH,6388,JFK,BUF,6,1289,110,1
OO,6810,PDX,SEA,1,1305,49,0
B6,331,BDL,MCO,5,522,178,0
FL,233,ATL,RIC,4,833,88,1
AA,1012,MIA,DCA,2,1330,140,0
DL,1190,PBI,ATL,6,410,122,0
DL,2548,RSW,LGA,5,884,166,0
XE,2202,CLT,EWR,3,650,105,1
MQ,4015,JAX,ORD,3,365,160,0
MQ,3070,SAN,LAX,2,790,45,1
UA,452,DEN,IAD,2,826,198,0
WN,885,LAX,ABQ,7,625,105,1
EV,7375,GSP,ATL,2,1160,73,0
WN,2743,LAS,SJC,7,495,85,0
WN,132,MCI,DAL,2,360,95,1
US,439,PHL,LAS,2,1085,338,0
OO,6380,BOI,SFO,7,883,105,1
OO,7774,SGU,SLC,3,1078,77,0
DL,1081,ATL,PBI,7,1175,111,1
YV,1019,OGG,HNL,5,1135,32,1
XE,5985,BNA,ORD,7,382,107,1
CO,304,EWR,PDX,2,405,379,1
AA,1879,TPA,MIA,3,585,65,0
US,1460,SFO,CLT,7,675,288,1
AS,661,DFW,SEA,4,830,262,0
WN,683,ECP,MCO,3,530,65,0
FL,521,BWI,TPA,4,570,144,0
YV,2827,PHX,TUS,3,1067,43,0
UA,58,ROC,ORD,7,451,117,0
B6,157,JFK,MCO,5,1195,173,0
XE,2261,IAH,AEX,2,1290,50,0
OO,4598,SFO,SLC,4,1091,109,1
XE,2336,IAH,ICT,6,880,93,1
OO,4608,DFW,SLC,3,760,168,0
XE,2281,PNS,IAH,1,390,104,0
XE,2309,ATL,IAH,1,410,136,0
XE,2767,ALB,CLE,2,860,95,0
US,1434,MIA,CLT,2,380,126,0
F9,652,SFO,DEN,4,890,147,1
F9,412,LAX,DEN,6,1125,131,0
AA,890,DFW,STL,7,690,95,1
US,1021,LGA,CLT,7,495,127,1
WN,676,OMA,MDW,3,370,85,1
CO,1134,DFW,EWR,7,614,201,0
DL,1261,ATL,HOU,2,650,140,1
US,796,LAX,PHL,4,670,305,1
AA,544,DFW,MCO,5,860,145,0
MQ,3081,SAN,LAX,7,380,45,0
YV,2853,YUM,PHX,1,475,68,0
YV,7307,ORD,BTV,2,1130,114,0
CO,1503,LAX,EWR,2,935,309,1
WN,3096,STL,RDU,6,1005,110,1
EV,5234,ATL,FNT,3,730,112,0
WN,2906,FLL,MCO,3,550,55,0
WN,1091,LAS,OKC,5,645,140,1
OO,6671,CIC,SFO,1,1051,59,0
OO,6538,DEN,IDA,1,1286,98,1
OO,6231,PDX,OTH,5,433,60,0
B6,767,MCO,PSE,6,1413,160,1
EV,5236,GSP,ATL,2,624,61,0
OO,6963,PDX,SEA,6,535,50,1
DL,67,ATL,TPA,3,990,88,1
9E,3912,ICT,MEM,3,720,93,0
US,651,SFO,PHL,6,825,312,0
AS,730,SEA,IAH,7,680,250,1
AA,1290,STX,MIA,2,1050,185,1
WN,831,LAS,SNA,3,1160,65,1
UA,850,ORD,PIT,1,1091,91,0
AS,138,ANC,ORD,4,1405,345,0
WN,2572,LAX,SJC,7,455,65,0
WN,1333,BWI,LIT,2,875,165,1
WN,201,HOU,MCO,1,475,125,0
OO,6524,SFO,PDX,5,970,103,1
CO,1829,SFO,EWR,5,1310,311,1
DL,2168,MSP,BDL,3,1150,157,0
EV,5438,EWR,DTW,6,750,128,0
US,1020,PHL,MCO,3,606,167,0
WN,1137,OAK,LAS,6,1140,85,1
OO,6417,SMX,LAX,3,696,57,1
UA,702,ORD,PHX,2,1023,239,0
DL,2953,DTW,SLC,2,1034,239,0
DL,1545,DCA,DTW,2,450,100,1
AA,1455,MIA,SFO,1,930,375,1
9E,3824,MSP,XNA,4,1165,130,0
B6,982,FLL,JFK,1,1119,168,0
WN,1414,HRL,SAT,3,420,55,0
EV,4975,ATL,CVG,4,445,85,0
WN,2206,SMF,PHX,1,1000,110,1
WN,2746,SAN,LAS,7,650,70,1
EV,5397,ATL,AEX,7,1245,102,1
DL,2934,DTW,SLC,2,1030,244,1
FL,261,MKE,DCA,3,485,115,0
B6,706,SJU,JFK,1,752,241,0
EV,4955,MOB,ATL,5,640,74,0
US,2171,LGA,DCA,7,660,76,0
UA,483,ORD,PDX,3,1230,279,0
9E,4179,MSP,DSM,2,615,71,1
DL,1117,DTW,LAS,3,1300,270,1
XE,3103,SYR,CLE,7,1105,72,1
WN,454,BNA,MDW,2,700,90,1
9E,3856,DTW,MDT,6,620,89,0
9E,3882,ATL,HOU,3,1295,147,0
CO,467,IAH,SEA,4,1286,280,1
DL,2999,MSP,PHX,4,1310,208,1
CO,1776,IAH,PHL,5,1140,193,1
US,224,BOI,PHX,1,807,118,1
B6,968,LAX,JFK,1,1360,311,1
9E,4322,BNA,MSP,5,480,145,1
WN,601,SJC,LAS,3,1210,80,0
MQ,3629,MIA,BNA,2,420,145,0
EV,5372,DCA,JAN,2,1185,164,1
WN,590,LAX,LAS,3,620,60,0
US,1464,CLT,ORD,2,1080,124,1
WN,863,OAK,AUS,3,700,205,1
YV,2945,CLT,CHS,4,679,59,0
XE,2922,IAH,GRR,1,1205,153,0
DL,1599,ATL,PIT,1,1315,109,1
UA,307,BWI,LAX,7,985,358,1
B6,24,TPA,JFK,6,691,153,1
CO,1780,SEA,EWR,1,675,312,1
WN,724,HRL,HOU,6,1010,60,1
WN,216,BWI,ABQ,7,580,280,1
CO,700,FLL,EWR,5,643,171,1
WN,1814,SFO,LAX,5,520,80,1
WN,454,ECP,BNA,7,575,90,0
DL,1452,ATL,CVG,4,855,85,1
AA,530,STL,DFW,7,1080,120,0
AA,276,LAX,MIA,2,1340,280,1
DL,2380,ATL,CMH,7,756,94,0
B6,430,MCO,BOS,5,595,164,1
HA,12,HNL,SFO,1,830,305,0
EV,7316,MEM,IAH,1,825,103,1
WN,2172,HOU,LAX,6,445,225,0
B6,67,BUF,JFK,6,841,87,1
MQ,3394,BTR,DFW,2,1195,90,0
WN,2118,SAN,SMF,1,1120,95,1
XE,2633,BTR,IAH,1,671,69,0
AA,835,IND,DFW,3,900,145,0
DL,2498,PDX,MSP,5,885,199,0
UA,745,LGA,DEN,4,888,276,0
OO,4559,SLC,IDA,2,680,58,0
FL,991,PIT,ATL,7,1183,112,1
DL,1661,DTW,ATL,3,370,136,0
WN,1999,BWI,PVD,4,1155,70,1
MQ,3064,SAN,LAX,7,1195,45,1
US,1495,ALB,CLT,7,495,144,0
AA,1718,ORD,BOS,4,510,130,0
OO,6888,DEN,TUL,5,614,90,1
AA,806,DEN,DFW,3,720,115,0
OH,6360,RDU,MCO,5,1030,124,1
F9,498,CAK,DEN,4,1135,199,0
XE,2544,DAL,IAH,6,570,64,1
B6,150,MCO,JFK,1,530,139,0
FL,486,MCO,BWI,6,390,128,0
WN,2438,BNA,BWI,4,420,100,0
AA,721,DFW,ELP,3,815,105,1
